X1,X2,X3
73.4,65.1,4
58.3,68.6,1
59.4,42.8,2
58.8,92,2
59,56.2,2
63.1,35.9,4
33.2,73,3
55.7,77,1
35.6,46,3
51.1,72.1,2
45,68.7,5
55.3,69.8,3
67.3,66.5,3
55.1,63.6,1
62,89.1,2
60.7,84.8,5
51.1,52.2,2
60.8,76.4,3
41.6,65.7,4
67.5,87.2,1
58.5,54.2,3
81.8,51.6,3
47.6,63.1,3
65.3,47.1,2
48.3,70,4
43.2,64.2,3
62.8,80.3,2
66.5,64.3,2
54.1,73.3,3
53.2,30.2,3
53.4,59.7,2
66.7,79.9,4
68.3,73.2,1
59.8,56.5,2
50.6,56.3,1
52.1,35,3
56.6,75.1,3
46.4,73.2,2
51.6,95.8,2
49.3,82.1,3
46.4,78.8,3
54.2,58.2,3
52.5,55.7,1
71.1,15.5,2
56.4,96.2,2
48.8,74.4,2
65.8,82.5,5
70.1,61.5,2
46.5,74.7,2
45.2,57.3,3
69.5,47.4,1
56.2,49.5,2
73.2,49.1,1
53,74.2,1
55.3,53.4,3
55.9,66,4
47.7,59.2,3
44,54.2,5
56.2,82.7,4
75.6,59.1,3
42.3,62.4,3
68.9,60,4
56.9,68.1,3
56.3,50.6,1
64.8,74.4,3
74.9,83.2,1
48,34.4,5
50.7,46.9,2
50.2,84.1,2
30.9,51.8,3
59.3,26.1,3
63.9,55.4,2
57,59.5,1
64.8,68.9,2
43.3,59.5,2
57,98.7,1
55,67.1,3
45.9,61.4,3
45.5,29.9,3
53.9,49.9,2
66.2,57.4,2
53.7,56.6,3
34,71.4,2
52,68.1,4
82,42.4,2
56.8,82.3,3
66,38.5,3
58.9,63.7,2
47.9,24.2,4
54.2,47.5,3
53.5,24.7,3
53.9,79.8,2
60.6,38,2
50.4,35.4,3
44.4,79.9,2
39.6,76.7,3
88.8,56.6,2
54.4,58.3,1
56.8,70.9,3
64.9,43.6,1
41.7,22.7,1
67.6,57.5,4
56.8,67.2,1
56,25.2,1
67,50.3,2
51,63.3,2
68,48.1,5
37.5,64.8,1
71.6,25.9,2
66.5,74.6,5
44.5,41.6,2
63.5,34.4,2
65.3,92.7,3
67,76.2,3
54.9,69.7,1
42.9,81.7,3
60.4,57.9,3
57.5,67,3
76.2,45.8,4
28.3,101.2,1
42.1,50.1,5
64.3,75.3,2
53.8,77.6,1
59.6,53.2,3
45.5,57.1,1
70.8,57.8,3
58.5,68.5,3
35.5,45.1,3
66,81.3,1
42.6,50.6,3
62.9,61,2
57.2,47.3,3
66.4,70.9,5
42.7,33.3,4
42.4,75.9,3
39.7,79.7,2
66.9,76.9,3
38,75.4,1
58.1,53.5,1
43.1,59,1
64.1,73,3
49.3,40.6,3
73.5,84.6,3
51.1,23.2,2
54.9,94.3,1
73.6,64.7,3
33.8,46.4,3
49.2,70.2,3
36.1,43.8,2
44.6,85.7,4
53.8,80.9,4
59.8,93.2,3
40.1,70.5,1
40.3,44.1,4
53.6,77,2
56.1,75.9,4
43.2,75.6,1
55.7,64.1,3
50,67.3,3
67,65.8,3
42,84.7,2
55.8,58.2,5
36.4,69.5,3
69.8,61.3,1
49.9,76.3,2
36.5,112.3,3
62.4,48.4,3
57.1,23.9,3
56.3,31.4,4
70.5,37.6,4
61.6,79.4,1
51.6,65,4
59.6,61.5,4
47.1,89.6,3
66.2,44.9,2
66.6,80.4,3
59.7,79.6,2
31,47.6,1
60.5,87.5,2
54.6,27.1,2
34,63.4,1
39.6,77.6,5
40.4,77.8,2
57.8,50.6,5
62.5,47.3,3
55.1,42.2,1
52.4,76.7,3
66.7,45.9,3
60.1,48.2,1
53.4,28.8,1
59.1,64.6,3
48,35.2,3
57.9,19.2,2
45.1,42.5,3
79,26.6,3
65.3,28.7,4
70.8,46.4,2
56.5,72.2,3
64.1,48.1,3
40.9,41.1,2
70.4,59.9,3
54.2,72,3
51.7,48,3
68.2,81.1,3
65,20.3,2
48.7,59.9,1
42.2,39.9,2
55,56.8,2
63.6,79,3
26.4,46,1
52.9,75.4,1
70.2,31.2,1
61.7,56.5,2
55.7,70.3,3
86,76.3,3
71.5,81.9,3
22.1,77.8,2
45.7,51.2,4
52.1,75.6,3
56.6,55.8,2
45.3,73.3,1
44.4,31.1,3
49,53.2,2
65.9,42.5,4
69.6,45.7,1
76.8,64.2,4
53.8,59.8,3
47.5,61.9,3
29.8,47.4,1
45.1,64.4,3
65.9,46.2,3
41,46,3
62.3,13.8,4
52.1,52.9,3
74.5,69.4,3
50.7,43.3,3
46.9,42,4
36.8,38.4,1
64.4,47.3,2
59.5,35.6,2
51,80.6,3
76.1,54.9,3
56.6,54.2,4
60.6,30.2,2
68.7,44.4,1
66.7,72.5,4
45,76.7,3
54.1,18.6,2
44.9,57.6,3
48.5,54.3,3
34.3,72,2
50.7,35.6,4
57.5,91.8,1
50.6,78.3,4
45.5,57.5,3
59.8,84.7,3
60.7,94.9,4
54,37.2,3
56.6,63.7,1
56.1,45,4
68.8,51,1
48.6,27.9,3
62.7,84.4,3
62.1,73.7,1
57,38.2,3
52.5,37.2,1
65.5,65,1
64.9,41.6,1
44.7,95,1
45.3,60.7,4
52.1,62.6,3
30.7,69.9,2
71.8,61.2,2
41.7,73.4,1
55.6,68.5,3
54.9,79.3,3
59.6,32.3,3
54,43.5,3
57.2,43.4,3
58.2,59.8,1
79.5,64.9,2
47.5,47,3
47.4,53.5,5
38.4,51.3,4
45.1,57.5,1
43,56.3,4
38,52.7,4
47.5,69,3
67.6,75.7,4
56.4,87.7,1
51,58.8,3
51.2,70.1,3
70,43.5,1
37.7,39.1,3
31.8,49.6,3
54.8,75.7,4
51.1,54.4,2
52,22.7,1
65.5,64.8,1
64.4,66.5,3
40.2,80.2,3
46.6,59.6,3
48.8,57.2,3
57.1,71.3,2
39.9,72,3
55.1,70.7,3
59.1,106.1,1
59.9,101.8,1
37.5,74.9,4
37.7,29.1,3
50.9,71.9,3
54.1,93.6,3
37.2,93.7,3
51.2,68.7,4
68.8,62.1,2
64.7,50.6,5
42,68.4,3
42.1,65,1
26.5,50.8,4
33.3,49.1,1
44.4,65.6,1
49.9,76.5,3
28.7,74.2,4
51.5,73.3,1
59.4,76.7,2
57.8,72.3,3
58.8,75.6,3
59.8,59.7,3
77.8,85.7,3
45.7,74.6,3
47,36.3,1
29.5,55.1,4
54.8,82.4,3
56.2,70.6,1
30.1,59,2
92.3,93.9,4
43.2,44.6,2
65.8,71.2,3
51,71.6,4
61.5,26.1,1
59.4,48,3
60.1,66.1,5
72.6,49,2
35.1,107.1,3
41,40.4,1
39,86.7,3
56.7,36.3,2
54.2,47.7,3
55,64.1,3
64.2,61.7,2
53.7,75.3,4
63.5,39.2,2
55.8,81.8,4
63.7,37.7,1
55.1,90.7,3
67.5,63.1,2
59.1,69.8,3
65.2,29.5,3
46.7,29.4,1
54,46.3,3
67.7,107,3
55.7,60.7,2
60.2,63,3
44.1,75.5,2
50.5,54.7,3
64.2,62.7,3
40.1,68.9,4
49.9,37.7,4
45.5,60.1,4
51.4,41.5,1
62.8,89.4,3
65.2,63.6,3
52.2,66,3
52.9,68.1,2
59.1,71.8,1
82.5,50.5,1
29.6,50.6,1
60.1,33.2,2
58.3,55.4,1
71.5,49,1
48.2,79.4,1
52.7,62,3
54.9,30.1,2
52,64.5,2
57.4,65.3,4
53,66.9,2
57.8,42.8,5
57,57.2,3
51.5,76.8,3
54.7,91.6,1
70.2,5.6,3
55.5,55.4,2
85.2,58.9,2
61.6,85.5,3
70.4,110.4,4
69.5,43.4,3
46.6,49.4,2
53.5,76.1,3
72.1,40.8,5
63.4,69.8,5
54.3,59.4,2
48.6,58.7,2
57.5,80.4,1
28.4,44,2
58.1,36.6,3
76.9,63.8,2
53.5,63.8,3
66.7,73.4,2
63.4,52.5,4
49,50.2,3
51.5,52.2,4
56.1,59.5,2
67.2,55.6,2
56.1,76.7,3
75.7,53.8,1
46.6,47.6,2
47.9,38.1,1
52.7,45.2,3
67.9,71.3,4
46.1,59.6,3
43.9,46.7,3
52.7,49.8,3
59.5,86.3,1
52.5,72.1,1
59.8,50.6,5
56.9,64,3
58.2,73.6,3
76.3,56.9,2
51.5,48.8,4
51.7,62.8,3
60.8,59.1,3
53.6,55.2,3
52.2,58.1,2
51.5,74.7,2
62.3,75.8,4
47.6,72.9,1
56.6,61.4,1
59.9,33.2,3
45.2,68.2,2
21.6,38.6,3
53.9,56.2,1
51.8,56.6,1
49.4,75.1,3
65.3,48.8,4
40,53.1,4
39.2,79.1,3
67.7,32,1
40.8,68.5,2
48.2,62,3
57,66.4,3
38.5,51.3,4
48.8,58.3,2
38.7,88.5,3
54.5,59.8,3
86.4,44.1,2
45.8,51.5,2
63.5,62.7,3
54.3,52.9,2
75.1,94.5,1
68.6,76,2
60.1,36,3
70.9,55.8,3
63.2,35.3,3
70,60.5,1
57,46.5,3
60.8,67.1,4
60.8,76.6,2
62.8,74.2,4
42,81,1
43.7,79.1,4
57.3,44.9,4
41.3,56.5,4
45.3,66.2,3
76.4,39.1,1
56.3,84.9,2
46.8,92.9,2
32.3,87.8,3
80.1,66.1,3
58.4,61.8,1
54.5,64.6,2
69,28.7,3
60.4,52,3
52.5,52,3
65.5,58.5,4
56.4,21.3,4
63.2,22.7,3
69.6,52.1,4
45.1,91.3,3
54.5,68.6,3
85.3,47.5,3
60.6,45.3,3
33.8,82.4,3
65.1,59.3,3
53.9,70.8,3
47.7,53.9,3
41.1,54,3
77.7,71.8,1
50.7,41.6,2
69.6,51.1,3
63.3,58.8,1
44.7,45.2,2
63,63.4,2
48.7,32.5,4
35.2,38.3,3
61.5,43.2,2
63.8,72.9,5
75.2,80.3,3
82.4,53,3
64.5,75,3
61.9,66.6,1
41.8,69.5,3
55.9,31.7,5
57,88.5,4
91.4,40.2,2
25.9,79.4,1
51,88.1,1
34.7,29.4,1
52.2,79.6,4
68.5,38.4,1
64.3,58.6,2
63.6,48.4,4
58.4,55.7,3
59,52.1,1
68.4,59.3,3
48,77.5,2
43.9,42.7,4
53.6,45.1,3
37.1,80.4,3
69.7,105.9,5
68.6,53.5,3
58,48,3
59.9,77,3
26.7,37.2,2
57.3,76.9,1
52.4,52.9,4
40.3,69.3,4
75.2,44.5,2
58.4,62.4,1
56,74.9,3
60.6,88.2,3
56.4,43.8,1
46,52.9,3
56.3,62.3,2
50.8,55.2,4
57.1,69.8,1
50.8,22.5,4
48.7,71.6,2
44,78.1,1
69.9,65.7,1
79.1,49.9,1
52.5,40.3,2
52.6,57.8,4
52.5,80.5,3
55.9,39.5,3
58.1,60.6,5
60.3,84.7,2
39.3,46.9,4
60.9,48.6,2
62.3,70.1,4
51.4,109.1,2
54.2,86.6,4
78.4,57.6,1
40.8,59.8,5
48.7,49.9,1
49.9,73.6,3
53.7,62.2,1
72.9,60,4
48.5,71.2,1
59.6,62.2,3
64.1,44,3
53.7,34.1,2
48.3,78.1,4
51.5,79.6,5
57.7,99.9,2
60.1,57,1
48.6,60.2,3
64.1,66.8,2
60.6,42.5,2
54.8,75.9,3
56.9,55.8,2
42.2,78.8,1
65.9,66.3,4
70.6,53.2,3
44.6,50.4,5
34.5,73.9,3
45.1,83.5,4
46.7,28.8,2
32.2,73,2
78.2,59.7,3
50.7,70.8,2
78.7,73.5,3
41.3,77.8,4
59.9,65.3,4
64.3,91.2,2
63.2,44.5,3
54,71.1,3
59.3,97.8,3
44.5,69.7,1
60.8,47.4,2
63.7,6.7,1
55.8,91.5,3
49.5,46.9,2
57.5,46.8,3
56.9,24.6,2
43,67.6,3
49.9,78.2,3
46.4,56.6,2
70.6,43.1,3
53.3,60.7,2
56.7,43.4,3
47,51.2,3
55.2,77.2,2
54.6,80.6,3
43.3,75.4,3
54.1,77.6,2
52.2,63.2,3
38.7,44.1,3
66.8,49.9,2
40.4,44.4,4
81.5,20.8,4
59,68.8,3
49.7,35.9,3
69.4,83.3,4
73.4,45.6,1
72.4,57.2,3
56.4,78.9,2
74.8,52.1,4
65.1,63.4,5
45.2,62.6,1
24.5,73.5,2
54.8,117,3
55.6,79.9,3
73.2,69.9,3
74.1,64.6,4
54.4,87.3,4
55.2,103.7,2
54.1,79.9,1
58.9,53.5,3
70.7,61.9,4
57.5,37.3,4
49.4,47,3
47,44.7,3
37.9,83.6,3
33.9,79.1,3
32.5,65.3,3
58.7,77.2,1
58,36.1,5
59.9,71.1,4
42.4,60.1,3
56.1,79.7,1
44.1,39.6,3
64.6,73.3,3
40.5,68.9,1
40.9,63.5,4
53.6,32.9,1
43.6,87.1,4
73.1,71.6,4
55.6,52.6,4
63.3,49.9,3
58.6,84.1,2
56.7,19.5,3
60.6,46,3
46.4,59,2
47.7,66.3,1
61.5,58.7,3
67.5,56.6,4
80.2,51.3,2
55,55.2,1
72.6,70.2,3
66.5,43.6,4
45.2,49.4,3
63.5,46.5,1
39.4,83.1,1
54.6,12.3,4
63.1,36.1,3
64.1,75.7,2
62.9,22.9,2
38.2,85.2,2
51.6,25.2,3
49.7,85.1,4
41.3,80.3,1
39.4,11.6,3
51.1,52.2,2
49.6,58.7,2
62.3,56.1,2
45.3,39.3,3
58.4,35.3,3
31.5,51.4,4
44.5,46.6,1
55.8,52.6,2
57.3,67.6,3
48.2,64.7,1
64.4,48.5,3
33.8,67.4,1
50.2,45.7,3
27.7,50.5,4
41.5,53.8,4
51.1,41.7,1
73.6,56.3,2
66.2,59,3
77.6,85.5,1
40.3,71.7,3
30.7,48.5,3
49.8,71.4,5
55,49.3,3
58.2,40.9,4
63.4,56.7,1
69.9,57.6,3
41.3,66.7,3
50.4,60.8,4
51.9,82.9,1
61.5,74.2,1
36.7,56.9,4
62.4,29.5,3
48.3,44.9,3
37.3,56.7,3
45.7,25.5,4
59.5,40,4
51.3,95.1,3
58.9,52.9,4
65.7,78.3,3
47,50.1,1
32.1,61.8,2
72.7,82.2,3
68.3,46.7,4
69.7,92.5,4
62.5,68,1
49.5,61.8,1
60.6,55.9,3
54,63.6,1
54,55.3,2
46.4,16,2
55.7,30.4,2
70.3,74.8,2
61.6,50.2,4
47.8,54.2,3
33.4,47.8,3
78.9,81,4
44.3,62.9,3
32.3,47.9,3
48.2,82.2,2
68,32.1,1
48.2,55.8,3
55.5,67.3,4
58.9,60.5,2
65,71.6,1
79.2,63.8,5
48,59.3,3
53.3,42.6,4
51.3,76.7,3
49.2,61.2,2
50.3,51.7,2
61,37.1,3
55.8,95.8,3
48.3,63.1,2
52.3,25.7,4
62.3,54.1,2
74.1,82.8,3
46,71.1,2
52.7,54.7,3
70.1,76.1,2
47,80,3
67.8,32,2
38.8,92.7,4
62.3,34.4,3
68.5,70.7,3
34.2,68.2,2
43.9,65.3,3
56.2,52.7,3
62.8,78.6,2
52.7,51.6,1
77.6,58.2,4
58,60.5,4
68,52.2,4
49.5,67.8,3
25,97.4,3
65.1,74.1,3
52.7,73.3,3
38.1,46.3,1
51.8,27,3
56.9,21.9,3
59.9,58.2,4
40.9,43.4,2
79.2,30.9,2
47.2,54.7,2
50.8,64.3,1
61.6,88.5,2
53.4,28.5,1
57.4,59.1,3
65.1,54.5,1
49.2,46.5,2
35.3,80.6,1
67.9,40.5,1
48,97.6,3
59.8,61.4,3
59.9,63.2,2
33.6,49.6,2
46.7,21.2,2
55.7,93.2,4
46.2,81.5,2
49.2,82.1,2
78.5,50.5,2
53.7,52.9,1
40.2,67,2
58.3,73,4
41,66.1,2
64.9,93.7,3
62.1,64.2,3
61.7,52.3,3
68.3,63,2
36.6,53.8,4
57,57.5,3
38.6,58.9,4
49.1,33.1,1
63.6,88.4,4
53.6,30,3
48.2,72.5,3
59.6,59.5,3
30.1,41.9,3
60.7,55.4,1
49.2,52.8,3
32,90.3,4
60.6,53.2,5
43.6,88.5,3
36.5,57.3,5
55.4,37.8,2
51.8,57.2,3
52.6,25.9,3
59.5,63.2,2
51.7,96.1,1
55.7,73.4,4
64.8,43.9,3
33.1,82.4,2
67.4,53.7,3
64.9,39.3,5
42.3,57.8,2
57.9,77.1,4
47.1,39.8,2
70.4,67.5,3
69.8,33.8,5
61.3,71.3,2
62.5,63.8,1
70.7,77.8,4
59.3,57.5,3
42,53.8,2
49.5,62.8,4
53.2,55.2,2
51.1,75.4,3
52.7,66.6,3
50.8,60,3
20.2,54,3
47.2,31.1,1
38.8,57.8,1
49.9,62.7,3
47,73.1,1
45.8,54.3,3
57.8,66.6,3
82.3,26.1,2
69.3,66.8,2
64.7,52.1,4
57.5,76.5,2
50.3,40,2
58.1,68.2,1
53.8,26.7,3
67.9,64.5,2
62.3,71.7,1
74,58.7,1
59.6,43,1
72.3,47.1,5
66.8,86.8,4
77.4,61,3
62.6,48.4,3
73.3,69.3,3
67.6,74.9,5
47.5,78.7,2
62.7,57.3,1
81.7,46.5,3
33.8,77.8,2
58.3,54,3
65,42.9,2
59.9,103,5
45.8,49.7,5
47.5,69.4,1
77.1,49.3,4
65.5,7,1
47.2,44.8,2
31.2,39.9,2
59.2,56.7,3
46,57.2,2
59.8,53,4
80.6,83.8,1
62,52.7,3
69.4,65.3,3
54.8,58.6,3
66.4,63,5
47.2,73.9,3
55.4,36.8,2
41.7,67.1,3
67.9,51.6,1
72.7,50.6,5
60.1,26.9,5
51.1,58.4,2
51.3,46.3,1
53.4,58.3,2
58.1,45.9,2
53.6,74.2,4
70.3,52.4,5
58.1,70,3
39.8,100,3
65.5,39.3,3
54.8,57.6,2
58.2,50.3,3
70.9,34.4,3
60.5,59.5,1
84.3,60.6,1
45.5,56.6,3
62.3,48.7,1
60.7,33.4,2
58.7,35.5,2
54.4,51.6,2
59.9,66.4,1
37.4,41.8,5
34.9,88.5,3
59.6,49.2,3
49.3,55.1,4
63.3,41.1,4
38.3,60.5,2
62.7,71.4,1
37.9,68.2,3
46.6,38.3,2
74.4,54.4,3
47.5,82.5,3
58.5,103.3,2
50.6,69.2,3
87,75.7,1
46,68.9,3
56.9,70.5,3
49.8,41.8,4
46.4,61.5,1
41.4,80.6,1
73.3,76.3,1
64.7,81.4,4
64.3,82.7,3
56,94.9,3
45.6,24.6,4
51.3,92.1,1
45.7,55.4,1
69.9,62.1,4
65,54.9,3
68,42,2
39.4,47.9,2
60.6,79.2,1
48.5,39.7,4
42.9,74.7,3
64.4,62.9,2
49.1,57.4,2
71.3,62.4,1
42.9,69.7,2
54.4,63.5,2
39.9,49.6,3
67.8,69.6,2
61.5,88.1,4
84.4,71.6,3
46.3,38.4,4
52,72.3,4
55.2,25.6,2
56.1,75.7,1
49.4,67.7,3
63.2,112.7,2
33,94.3,4
43.8,44.7,1
55.5,76.6,2
60.2,62.2,3
47.9,58.5,3
52.6,76.9,3
85.3,88.6,2
52.8,33.4,3
59.5,88.4,2
66.3,48.1,3
52.9,80.5,1
32.3,41.4,4
49.5,71.6,3
62.3,31.1,1
50,16.4,3
31.8,59.9,3
64,67.5,2
60.3,70.1,2
44.6,54.5,3
54.7,55.9,2
53.7,71.9,3
55.4,78.6,1
56.2,69.5,2
67.5,68.1,3
53.3,57.5,3
61.7,60.3,3
64.6,63.7,3
52.6,41.2,3
61.3,40.2,1
65,58.7,1
62.9,65.7,2
62.7,38.1,1
73.7,63.2,3
69.1,69.8,5
88.3,54.1,3
28.2,43.5,3
65.4,60.7,4
65.2,60.7,1
60.9,47.1,2
74,65.7,3
60.1,46.4,3
52.5,49.2,2
48.3,73.9,3
53.5,18.3,3
56.8,52.9,3
62.5,45.8,1
31.3,50.5,3
45.5,46.7,3
44.9,70.2,2
52.2,63.3,3
69.1,61.8,3
42.7,54.5,2
74.8,35.8,3
63,63.4,3
51.3,74.8,2
54.9,66.7,3
61.1,54.8,1
47,15.4,1
60.3,73.5,2
54.9,62.1,2
49.9,32.6,3
62.3,72.5,3
55.7,57.3,3
45.6,40.3,3
53.9,59.9,3
49.5,27.3,3
71.6,23.9,1
47.8,53,1
37.7,43.8,2
49,61.8,4
59.3,52.8,1
55.9,40.9,4
47,108,5
53.9,67.4,3
67.2,55.4,2
42.4,46.7,3
59.5,69.8,1
59.7,68.2,1
60.5,35,3
46.7,32.8,1
71.3,85.3,2
27.9,60,3
65,81.1,4
55.6,39.5,3
43.7,67.1,3
55.5,37.6,3
44.4,57.4,3
73.9,80.3,3
43.6,56.5,2
50.1,50,1
52.8,80.6,2
49.7,37.4,3
54.3,58.5,3
32.4,39.9,4
58.6,63.6,3
51,34.3,1
57.1,52.4,2
58.7,50.6,3
51.9,47,3
30,51.6,3
51.3,50.5,2
46.7,30.5,4
52.4,82.5,1
78.4,48.5,2
60.5,54.5,1
60,67.9,3
43.3,35.1,3
57.1,20.4,1
59.9,62.2,3
58.1,74.8,2
66.2,46.7,3
53.3,85.9,5
58,71.7,1
61.6,45,5
41.7,48.6,2
70.2,75.1,2
64.6,41.9,2
58.1,80.4,2
63.9,54.4,2
57.4,60.6,2
51.6,60.2,3
51.9,38.9,5
53.9,47.2,3
40.2,82.6,1
61.2,57.8,5
58.9,73.5,1
45.8,61.6,2
62.5,67.1,3
32.3,40.1,3
32.8,85.8,3
60.8,60.9,1
59.3,48.1,3
29.7,59.7,3
72.8,70.1,3
67.3,55.3,1
65,33.4,4
53.3,70.3,1
60.8,71.3,1
72.9,66.6,3
23.5,61,2
59,61.5,1
59.1,65.6,1
58.4,93.6,3
63.3,24.6,2
65.5,64.2,4
52.3,58,3
77.6,50,2
69.1,80.9,2
41.7,81.5,2
53,40.2,2
44.6,60.8,4
70,25,3
56.1,68.5,3
37.5,43.9,3
59.9,77,3
60.5,58.2,3
37.1,82.1,2
50.2,53.3,3
53.6,51.4,1
48.5,63.5,1
36.1,74.8,2
48.8,36,3
70.4,40,4
67.9,25.9,2
46.7,57.6,1
50.2,62.4,1
58.6,38.5,2
30.8,74,3
53.1,46.2,3
58,66.2,4
71.6,48.1,1
70.9,57.1,2
57.2,70.5,1
66.4,44.2,2
31.1,60.5,1
60.3,75.3,3
55,37.7,3
83,84.5,2
58,85,3
39.8,50.8,3
81.8,50.3,3
65.8,-5.4,3
48.7,95.1,3
42.9,51.1,2
68.6,47.1,3
58.7,39.9,3
40,72.3,3
58.3,69,2
56,57.9,2
50.4,55.7,4
70.6,74.3,3
50.8,68.9,2
62.1,36.7,1
43.4,70.3,2
51.7,103.6,2
55.7,75,4
63.5,65,2
65.6,80.6,3
66.1,76.6,3
46.8,50.2,2
60.6,70.4,3
56.4,45.4,2
69.2,35.4,3
56.2,66.6,3
38.1,41.3,4
39.8,25.9,3
59.4,70.7,5
55.4,52.3,1
67.1,24.3,4
55.8,69,5
70.7,54.3,3
64.9,77.6,3
49.5,30.5,1
50.7,73.4,3
57,79.1,3
73.7,50.4,3
49.2,36.8,3
45.3,81.6,3
68.8,30.1,1
47.5,104.6,1
61.1,59.9,2
66.2,75.5,4
68.1,82.8,2
44,60.5,1
49.1,32.5,3
42,67.8,2
52.1,49.2,2
60,58,2
47.5,23.5,5
40.6,69.4,3
65.5,58.5,4
54.1,76.3,3
32.1,56,2
55.5,67,3
46.5,67.4,3
68.4,62.4,2
66.9,54.1,1
49.4,62.2,3
44,54.3,4
36.8,65.8,2
37.4,74.5,4
54.5,48.6,3
68.1,67.1,5
66.7,36.8,2
67.3,54.1,3
44.3,59.1,2
69,51.8,3
49.3,89.8,1
45.9,72.7,2
65.7,28.2,4
76.9,47.4,1
60.6,87.9,4
52.4,33.8,3
69.3,87.7,1
46,49.2,3
61.8,38.9,3
60.5,62.2,1
68.6,84.1,2
56.9,36.2,2
41,59,1
66.2,49.8,1
56.3,66,4
77.4,104.5,5
58.2,43.4,3
53.8,48.2,3
41.5,48.9,2
49,49.1,2
33.7,91.3,2
56.8,65.7,3
63.6,82.1,3
70.5,35.9,1
71,23.2,3
58.7,72.8,2
31.7,64.6,1
51.2,99.4,4
67.3,69.5,4
31.4,102.5,1
53.8,60.6,4
41.1,42.5,3
53,38.3,1
48.3,98.8,1
43,86.6,4
44.7,80.6,3
55.5,79.5,1
56,49.4,1
38,45,4
56.3,53,1
66.5,79.3,1
56.2,42.9,2
51,46,1
29,66.8,4
41.4,85.5,3
63.6,83.5,3
56.5,62.4,3
40.8,75.5,4
57.6,32.7,1
68.8,20.7,3
51.6,55.1,3
61.9,56.7,4
45.8,54.7,5
45.2,37.3,4
27,80.4,2
56.5,52.4,3
69.9,78.2,3
64.6,66.4,1
48.2,53.1,2
59.5,73.3,3
54.8,76.1,3
35.1,70.5,2
56.1,74.8,2
67.1,81.2,1
61.9,92.2,5
46.1,56.6,3
49.2,42.6,3
46.3,53.3,1
81.6,80.4,2
59.5,44.7,2
37.9,46.3,3
67.3,56.9,3
42.7,66.3,4
47.6,62.7,5
46.5,58.3,2
54.3,55.8,2
60.3,52.3,2
55.6,86,2
49.8,77.6,4
31.6,80.6,3
57.3,42.7,5
62.1,59.5,1
47.4,48.3,1
77.1,56.3,4
67.3,59.3,4
44.4,46,2
69.3,58.6,1
45.4,69.2,2
51.8,68.3,4
55.1,86.7,1
51.5,71.1,3
45.5,62.5,4
65.1,40.3,3
37,65.3,3
46,77.8,2
46.6,32.7,1
51.3,40.4,3
42.6,62.7,1
52.1,87.9,3
93.5,42.4,1
57.7,45.6,3
59,59.9,5
59.2,33.9,3
50.4,42,1
55.7,56.5,3
61.9,75.3,1
40.7,44.3,1
61.8,73.7,1
70.9,70,2
54.3,48.3,2
70.5,61.7,4
70.3,42.9,2
47.9,70.8,3
72.5,35.8,1
34.3,75.8,5
52.4,52.1,3
72,37.7,2
64,55.7,2
50.8,69.3,3
63.1,50.2,2
58.3,56.6,3
47.1,65.3,3
64.9,57.8,4
58.9,50.1,2
72.1,68.9,1
66,51.3,1
63.3,75.1,1
61.9,75.3,2
48.7,58.3,5
76.9,84.3,2
40.6,61.8,4
45,45.4,1
61.2,53.7,2
64.3,61.1,2
44.6,67.6,1
43.2,53.5,2
33.8,66.6,3
69.9,46,1
51.7,77.5,1
54.9,60,3
58.1,63.7,4
54.5,75.1,1
69.9,50.2,1
64.1,41.2,4
46,39.3,2
65.8,64.5,4
48.4,60.1,1
57.8,7,4
44.5,51.1,2
43.7,27.9,4
43.8,48.9,3
46.8,37.1,2
75,67.3,1
53.6,42.1,3
51.3,65,1
44.3,57.9,3
52.8,68.3,3
48.7,45.5,5
61.3,78.8,1
65.7,64.6,1
52.9,34.4,1
48.5,39.5,3
62.6,75.9,2
51.7,70,2
62.5,78.1,1
56.4,67,2
58.4,59.5,2
65.2,51.3,5
75.1,70.6,1
44.1,47,2
55.3,52.1,2
68.7,49.3,4
45.8,91.3,3
57.4,106.4,2
53.9,96.1,3
65.5,56.9,4
55.2,37.3,2
43.8,73.8,2
56.6,54.1,2
34.5,50.4,2
58.1,70,3
42.2,50.3,3
52.1,57.4,5
42,46.8,1
70.1,36.6,1
55.3,40.6,2
40.7,61.2,1
71.5,65.8,1
51.3,75.7,1
30.2,63.1,4
53.7,63.9,2
38,27.7,4
52.7,56,2
57.3,58.9,5
64.1,36.4,4
47.6,30.3,3
37.8,83.6,2
31.1,65.4,5
44.4,30.9,4
44.9,67.5,4
40,57.2,4
35.7,93.6,4
57.9,79.7,2
41.8,29.9,1
68.6,64.7,3
58.7,59.8,2
41.1,63.7,3
55.5,49.8,1
49.1,72.9,1
63.8,68.3,4
65.2,71.9,4
55,60.5,3
43.8,40.4,1
78.8,37.9,2
50.8,49.3,3
37.9,49.1,2
53.5,60.3,5
45.4,55.6,4
49.9,16.9,4
43.9,82.8,1
46.3,45.7,1
74.7,58.4,2
69.5,74.5,4
41.8,66.6,4
73.8,53.3,2
47.8,39.8,3
42.8,44.1,4
39.1,93.3,3
42.2,66.6,1
53.2,62.3,1
52.2,44.8,1
61.4,67.6,4
45.4,61.3,1
54.2,53.2,1
56.4,48.2,4
37.1,48.9,1
59.8,64.9,4
75,78.6,1
55,61.1,3
57.3,78.6,1
