Y,W,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,tau_hat
64.76,1,52,75,4,1,2,0.853,-2.526,-0.322,-0.229,-1.249,0,1,0,0,1,4,5,5,4,5,3.05206186039775
52.01,0,63,61,3,3,1,-0.422,-0.375,-1.282,-0.539,0.104,0,0,1,0,1,2,1,5,4,1,3.54609854164996
57.65,0,53,83,3,4,2,-0.434,-0.341,-1.028,1.045,-0.461,1,0,1,0,0,5,4,2,1,1,3.02086157894785
51.76,0,59,86,4,4,2,-1.425,-1.176,-0.461,0.249,0.527,1,0,0,0,0,4,4,1,2,2,3.61517416571448
50.28,0,28,84,4,3,1,-0.899,0.003,-1.28,-0.673,-1.203,1,1,1,0,1,3,3,3,2,1,2.33769696060124
61.73,1,70,82,5,3,3,-1.749,0.745,0.295,-0.375,-1.127,0,0,1,0,1,1,3,5,1,2,4.37152931960836
67.4,0,66,96,2,3,2,-0.195,-0.968,-0.765,0.366,-0.689,0,0,0,0,0,3,5,2,4,3,4.19432827550863
57.16,1,36,98,4,2,2,-0.068,2.6,-1.034,1.67,-1.198,0,1,0,0,1,5,3,3,5,3,2.28012804779748
63.56,0,73,85,3,3,1,-1.638,-1.9,0.265,2.111,0.035,1,1,0,0,0,2,2,3,3,1,4.71032218476756
54.93,1,28,85,5,4,1,0.376,-0.111,-0.722,-0.388,0.304,0,0,1,1,1,3,1,2,2,2,2.28406282522437
57.59,1,54,93,4,3,2,-0.037,-1.386,-1.417,-0.336,1.669,0,1,0,0,1,4,4,3,5,1,4.45942224193691
59.44,0,52,87,5,4,2,-0.114,-0.706,0.04,1.047,1.089,1,0,0,0,1,3,2,3,1,3,3.74321414828347
65.32,0,57,86,3,2,3,0.598,0.832,-0.033,0.733,0.437,1,1,0,0,1,2,2,4,1,1,3.13920793884724
39.43,1,35,66,3,4,2,1.381,-1.644,0.69,1.356,-0.772,0,0,0,1,1,2,4,5,2,1,1.38044231132687
47.23,0,27,70,5,4,2,-1.601,-0.252,0.921,-1.749,0.392,1,0,0,0,1,3,5,2,4,2,2.24269869714036
62.77,0,72,76,3,3,1,-0.143,-0.127,-0.759,-0.354,-0.92,1,0,0,0,1,3,3,1,1,2,5.05802088425586
67.47,0,72,90,4,3,1,1.005,1.312,-0.897,1.036,-0.452,0,1,1,0,1,1,2,5,2,5,4.74322305978857
54.66,0,65,63,4,3,2,-0.018,-0.553,-0.131,-0.282,0.312,1,0,1,0,1,3,1,5,2,1,4.18482884204581
50.82,0,46,91,3,3,2,1.25,-0.962,1.131,0.5,-0.245,0,0,0,0,0,5,5,1,5,5,2.38374867122136
53.39,0,47,87,4,3,3,-0.655,2.074,-0.182,-2.311,-0.89,0,0,0,1,1,4,4,2,4,4,2.97659153607861
59.73,0,69,93,3,3,1,-0.313,-2.582,-0.42,0.325,0.47,0,1,1,1,1,4,5,5,1,3,4.07065355071509
68.86,0,75,76,2,2,1,-0.223,0.489,1.555,-1.225,-1.015,1,1,1,0,0,5,2,3,5,5,4.91536493666625
56.6,0,61,77,4,2,1,0.469,-0.587,-1.294,0.394,-1.234,1,0,0,0,1,1,4,5,1,2,3.92614419162328
59.54,0,28,90,4,4,1,0.599,0.494,0.793,-0.255,-0.227,0,0,1,0,0,4,4,4,3,4,2.20633104337663
46.56,1,42,88,4,2,1,-1.296,-0.533,0.439,-0.049,0.025,0,1,0,1,0,4,2,4,1,3,3.27939205327067
60.25,0,44,93,3,4,2,0.393,1.056,1.764,0.483,0.36,1,1,0,0,1,1,4,1,4,1,2.6195732159351
52.14,1,42,86,3,4,2,0.789,1.454,0.26,1.532,1.198,1,0,0,0,1,4,5,4,1,3,2.32193259165429
54.3,0,55,86,2,4,2,-1.079,0.898,-0.203,-1.862,-0.495,0,1,1,1,1,2,5,2,2,4,3.16038229278393
57.88,0,54,90,5,4,2,0.197,0.802,1.285,1.402,-0.724,1,1,0,0,1,2,3,5,2,4,3.38597456899925
46.17,0,26,85,2,3,2,0.962,-0.334,1.808,0.484,1.527,0,0,0,0,1,3,5,5,4,5,1.37650233751875
71.96,0,69,96,2,3,1,1.418,0.464,0.292,0.213,1.703,0,1,0,0,0,4,3,3,3,2,4.63201357220143
50.96,0,71,80,5,2,3,0.796,0.408,-0.301,0.235,-0.246,0,0,0,0,1,3,1,4,2,5,3.64449864815808
51.86,0,34,98,4,3,2,-1.094,-0.281,-0.194,-0.24,0.367,0,1,1,0,1,5,2,2,5,2,2.5712738227939
55.11,0,54,70,3,3,1,-0.394,-0.35,-0.135,-1.615,0.931,1,0,0,0,0,2,3,5,5,2,3.2775217734363
50.64,0,51,79,4,3,2,-0.04,1.496,0.83,1.224,0.742,0,1,1,0,1,4,4,2,4,3,3.4389180610193
64.38,1,64,81,3,4,1,-0.009,-1.398,0.241,0.348,2.719,0,0,0,0,1,2,1,2,3,4,3.87061101920232
54.24,0,27,88,4,2,2,0.504,-0.228,0.151,0.032,0.82,0,0,0,1,1,3,2,1,2,1,2.43633949645786
48.54,0,31,80,3,2,2,-0.815,2.261,1.28,-0.504,-1.272,0,1,0,0,0,5,4,2,5,5,0.983705725058651
56.09,0,26,78,4,4,2,-0.114,0.918,0.93,-1.007,1.021,0,0,0,1,1,2,1,2,3,3,2.53940076868132
41.46,0,42,71,4,3,2,1.343,0.34,0.375,1.253,0.325,0,1,0,1,1,2,2,2,1,5,2.60675119899626
70.83,0,71,92,3,3,2,1.719,-0.342,0.714,1.178,1.054,0,0,0,0,1,4,3,2,5,5,4.216473227915
57.25,0,42,92,3,2,3,1.303,-0.385,-0.315,0.43,0.201,0,0,0,0,0,4,3,3,3,5,2.25153365756534
70.7,0,75,94,1,3,3,0.951,2.427,-0.176,0.329,-1.577,1,1,0,1,1,5,2,4,3,3,4.70985777819557
55.27,0,58,86,3,5,2,0.134,-0.021,0.392,0.03,2.048,0,1,1,0,1,3,2,2,1,4,3.32564213133035
72.96,1,72,88,4,5,2,-0.184,0.15,1.456,-1.822,0.099,0,0,1,0,1,4,5,3,2,3,4.62871522868352
51.43,1,29,76,2,3,1,-0.075,0.823,-0.92,0.917,1.361,0,1,0,1,1,4,5,5,3,3,0.899908812579626
46.46,1,51,60,4,1,2,0.902,0.559,-0.099,1.148,1.025,0,1,1,1,0,4,5,1,3,5,3.02876781036391
49.86,0,34,75,5,5,2,0.713,-1.174,-0.387,-0.454,0.695,0,0,0,0,0,1,4,1,3,1,2.39844372764762
50.41,0,67,77,3,2,2,-0.219,-0.247,-0.843,0.586,0.761,1,0,0,1,1,4,4,4,1,2,3.96314686741947
57.71,1,34,89,4,3,1,0.307,0.535,-0.651,0.306,0.322,0,0,0,0,1,4,1,4,2,2,2.72233159201193
49.3,1,36,72,3,4,2,1.504,-0.851,1.151,0.653,0.073,0,0,0,0,0,2,3,3,3,4,1.53957457131158
55.38,1,54,84,3,3,1,-0.581,-0.57,-1.284,-0.895,1.204,0,0,0,1,0,5,1,1,1,1,3.5679612431783
60.03,1,43,88,4,3,1,1.017,1.703,0.728,1.062,0.603,0,1,1,1,1,4,3,1,5,2,3.01892387188456
42.44,0,28,80,3,1,3,0.146,-1.205,-0.602,-1.878,0.119,0,1,0,0,0,1,3,5,5,2,0.959013252846278
58.91,0,70,73,3,3,2,2.631,-1,-0.231,1.287,0.525,0,0,0,1,0,2,5,3,3,4,3.90684532489435
60.82,1,72,78,3,2,1,-2.152,-0.811,-0.658,-1.01,-0.518,0,1,1,0,0,5,4,3,4,4,4.47727373348593
47.46,1,45,67,4,2,2,0.739,0.35,0.564,-0.143,0.096,0,1,0,0,0,2,2,4,5,3,2.71434452879847
60.09,0,72,73,4,4,1,-0.249,-0.122,0.772,1.566,-1.987,1,1,1,0,1,2,2,1,3,1,4.82028950696002
76.11,1,71,98,1,3,1,0.534,-0.727,-0.659,0.894,-0.202,0,0,0,0,1,3,4,4,5,1,4.52232502012288
65.88,0,66,99,3,4,1,0.065,-0.051,-1.883,1.556,1.381,1,1,0,0,1,3,2,1,4,5,3.95133933510316
60.3,0,57,99,4,3,1,0.009,0.355,0.648,1.467,0.393,0,1,1,0,1,5,1,1,4,3,3.89790439737774
55.09,0,51,94,4,2,3,0.633,0.819,1.214,1.603,-0.429,1,0,0,0,1,4,5,4,5,4,3.20130034637734
65.25,1,40,90,5,3,1,-1.595,-1.204,0.605,-0.797,-0.008,0,1,0,0,0,2,3,1,5,5,2.88714430708847
53.05,0,54,73,3,2,1,0.446,-0.463,-1.207,0.23,0.507,0,1,1,0,0,1,5,1,4,4,2.92874383471295
58.96,0,36,89,4,4,1,0.902,-0.265,-0.796,0.918,-0.976,0,0,0,1,0,4,3,5,4,4,2.63852525262735
62.73,1,29,91,4,3,1,-2.519,1.267,-0.581,0.359,0.424,0,1,1,0,0,5,5,2,2,3,2.2807296384865
49.96,1,32,86,3,1,2,0.104,-0.263,-0.123,-0.138,0.037,1,1,0,0,0,3,3,2,4,4,1.20958929494377
57.82,0,27,90,3,2,2,1.923,1.225,-0.134,-1.156,0.494,1,0,0,0,1,5,5,2,3,5,1.64919877714851
63.48,1,60,85,4,3,2,0.943,0.241,0.745,-0.241,0.907,1,0,0,1,1,4,5,1,5,5,3.97116023570167
60.87,1,53,85,3,4,1,1.033,0.16,-0.821,-1.48,-1.343,0,0,1,1,0,1,1,4,1,2,3.14081990074687
52.35,0,62,90,3,3,1,-0.369,-0.718,-0.176,-0.573,-0.257,0,0,0,0,0,4,2,2,4,5,3.75106511237773
51.48,0,49,75,4,4,1,-1.734,0.737,0.989,-1.444,-0.211,0,0,0,1,1,2,3,2,3,4,3.2398044188526
69.51,1,61,85,4,5,1,1.207,0.549,-1.087,-0.172,-0.847,0,1,0,0,1,2,4,5,5,3,3.90073950288351
63.56,1,36,88,4,3,1,-0.427,-0.428,-0.201,-1.365,-0.555,1,1,0,0,1,4,1,2,2,2,3.0052822454098
51.27,1,37,71,4,4,3,0.541,-1.051,-2.178,1.897,-0.04,0,0,0,0,1,4,4,5,4,1,2.64325316592801
52.84,0,62,74,3,4,2,-1.454,0.547,0.642,-0.004,0.965,0,1,0,0,1,2,3,2,3,3,3.3507637203305
52.21,0,44,71,4,2,1,-0.928,0.132,-1.686,-1.753,0.786,1,1,0,1,0,2,3,5,5,1,3.33365237980228
49.75,0,50,68,5,4,2,-0.462,1.004,-0.39,0.773,-0.167,1,1,1,0,0,3,1,3,4,1,3.43090543822701
45.91,0,34,87,4,1,2,0.565,0.084,0.162,-0.381,0.267,0,0,1,1,1,2,3,2,1,4,2.41598666919595
41.72,0,48,96,4,3,2,-0.825,0.293,-0.305,-0.278,-0.791,0,1,1,0,0,3,1,3,3,2,3.46311657479035
56.84,0,60,77,3,4,1,1.593,0.172,1.949,1.998,-0.889,0,0,1,0,0,4,3,5,4,5,3.12745423762905
61.25,1,37,98,3,1,1,-0.149,-0.542,-0.104,-1.667,-3.393,1,0,1,0,1,5,2,1,4,4,2.25571337073416
61.95,1,51,90,4,4,1,0.321,1.041,-0.328,0.194,-0.76,1,0,0,1,1,3,2,5,3,3,3.68232751216505
38.4,1,31,59,2,4,1,-1.257,-0.852,-1.488,0.281,0.411,1,1,0,0,1,1,4,5,2,2,0.496901777478202
51.94,1,71,58,4,5,1,1.134,3.062,1.109,1.281,0.397,0,0,1,1,1,1,5,2,3,5,4.26146283367987
69.38,0,71,93,4,2,2,0.335,-0.131,0.731,0.303,-0.087,1,1,0,0,1,3,1,2,1,1,4.93837743977587
59.23,1,54,79,4,2,2,1.151,-0.572,-0.179,0.946,-1.664,1,0,0,0,1,2,2,1,2,4,3.66391869597454
54.06,0,29,96,3,3,1,-1.453,-0.641,0.249,0.817,-0.237,1,1,0,0,0,3,3,5,3,1,1.21734486870752
60.34,1,72,78,3,5,2,1.778,-0.441,0.756,0.549,0.379,1,1,0,0,0,5,2,5,5,2,4.30811065950652
52.81,1,52,85,3,4,2,0.096,0.705,1.274,0.027,0.375,1,0,0,0,0,2,4,3,1,2,2.99901431766491
44.97,1,27,77,3,3,1,0.301,-0.928,-1.479,0.152,0.822,0,0,1,0,0,3,4,1,1,2,0.59319741922678
54.55,1,37,82,4,3,3,2.189,-1.289,1.09,-0.069,0.117,0,1,0,0,1,3,1,4,1,2,2.81624017622727
62.82,1,62,99,1,4,2,0.054,0.773,-0.484,0.562,-0.388,0,1,0,1,1,5,5,2,5,2,4.01768016321075
51.7,0,71,61,2,3,1,1.01,-1.977,-1.253,0.206,1.118,0,1,0,0,1,1,5,2,5,2,4.18943159589262
52.71,1,27,76,4,2,3,-0.785,-1.024,-0.152,-1.016,-0.95,0,0,0,0,0,4,1,4,5,2,1.68608519446934
38.51,0,40,75,3,1,2,0.047,1.629,-1.343,0.216,-1.704,0,0,1,1,1,5,1,4,4,2,2.06992047129715
55.07,0,29,78,5,3,1,-0.736,1.001,-0.194,0.468,-0.469,0,1,0,0,1,3,4,3,3,5,2.32639558863883
60.32,1,62,88,5,2,3,-0.48,-0.765,0.828,-0.199,-1.138,0,1,1,1,1,2,5,3,5,1,3.98571089362309
58.46,0,41,93,3,3,1,0.431,1.974,-0.712,-0.118,-1.83,1,0,0,0,1,4,5,4,3,5,2.02862887738456
51.42,0,53,97,4,3,3,-0.573,-1.841,0.663,-0.5,1.215,0,0,0,1,0,1,4,5,5,2,3.82684411250486
63.67,0,38,93,3,5,1,-0.624,-0.423,-0.238,0.462,-1.755,1,0,1,1,0,3,3,4,4,1,2.19658580733785
56.8,1,57,89,4,1,2,-2.095,0.536,-1.583,-1.019,0.959,1,1,1,0,1,5,5,3,1,4,3.58976990763122
48.29,0,42,72,4,3,3,0.651,0.56,0.044,0.077,-0.653,0,0,0,0,1,5,3,2,5,5,2.4153607913653
67.9,1,55,86,4,3,3,3.412,-0.573,-1.172,3.423,-1.225,0,0,0,0,0,1,4,5,5,5,3.06092536868287
53.11,0,46,65,4,4,2,0.227,0.58,-0.506,-0.564,-0.044,0,1,0,0,0,2,3,1,2,4,2.55098214890219
60.37,0,72,85,2,3,2,-1.216,0.737,0.72,-0.277,0.035,0,1,0,0,1,5,5,2,3,2,4.88329879406251
52.49,1,37,80,4,2,2,-0.252,-0.533,0.953,1.493,0.265,0,0,1,0,0,2,3,2,2,1,2.53825049476731
59.35,0,49,95,4,1,1,-0.368,0.87,-0.26,-0.749,1.628,0,0,0,0,1,3,4,1,5,5,3.54460077978364
60,0,51,95,3,5,2,1.102,0.777,-0.172,1.029,-0.445,0,0,0,0,0,4,4,1,3,2,2.99499498425849
47.83,0,30,77,4,5,1,1.178,0.531,0.719,1.239,0.011,1,1,1,1,1,5,3,3,5,4,2.04583600638022
54.78,0,26,94,4,3,3,-0.03,0.049,0.079,1.067,-0.319,1,1,1,0,1,3,3,3,4,1,2.4838827540776
59.96,1,64,95,2,2,2,-1.465,-1.641,1.025,-1.103,1.322,1,0,0,0,1,1,3,3,4,4,3.84958690833509
59.82,1,71,68,3,1,1,0.353,1.003,0.295,0.585,-0.264,0,0,0,1,0,3,5,5,5,1,4.58146809498171
46.89,0,57,63,4,4,2,1.593,2.142,2.208,-0.505,-0.972,0,1,1,0,0,5,5,5,4,1,3.45163001554154
57.12,0,54,89,3,5,2,-1.66,1.182,-2.238,0.587,1.316,0,0,0,1,1,2,2,2,3,5,2.66853668692488
70.19,1,64,81,4,3,1,0.841,-0.591,-1.473,0.035,-0.259,1,1,1,1,1,4,4,3,1,3,4.14116887090895
61.71,1,47,96,4,3,1,-2.829,0.349,0.677,-1.869,1.12,0,0,0,0,0,1,2,3,5,4,3.67074158725684
51.9,1,47,84,4,3,2,0.309,-0.385,-0.034,-0.09,0.04,0,1,1,0,1,4,1,3,1,2,3.57623312170308
62.78,1,39,78,5,4,2,-0.429,1.612,-0.538,-1.542,-0.014,0,0,0,0,1,3,3,1,4,4,2.82490970057547
36.84,1,30,72,4,2,2,-1.531,0.76,0.991,0.546,-1.304,0,1,1,0,0,3,3,1,4,5,1.94322033429737
51.87,0,69,69,4,3,2,-1.264,-0.544,-2.339,0.281,-0.494,0,1,1,0,1,3,1,4,5,4,3.97281652678542
73.34,1,69,96,4,3,2,0.778,-0.489,0.551,-1.376,0.89,1,0,1,0,0,5,2,1,2,4,4.3689458221892
67.94,0,70,86,2,5,1,2.256,0.386,0.021,1.118,0.22,1,0,1,0,1,5,3,1,3,3,4.22191990434671
64.61,1,71,91,2,4,2,0.998,-0.545,-2.098,-0.679,0.738,0,0,1,0,1,2,1,1,1,2,4.75880959100546
65.41,1,54,94,4,2,2,1.728,-0.113,-0.304,0.792,-0.142,0,1,0,0,1,4,2,5,3,4,3.84418743458672
54.64,0,46,80,5,4,2,-0.006,0.21,-0.559,-1.218,-1.101,0,1,1,0,1,4,3,2,5,1,3.41422518180548
58.73,0,43,81,3,4,2,-0.633,-0.328,-0.702,1.362,0.025,1,1,0,0,1,3,4,1,4,4,2.06264040224432
49.23,1,49,55,3,5,1,-0.381,0.041,0.7,0.434,-0.44,0,1,0,1,1,3,5,1,3,2,2.03917243703706
73.49,1,65,97,1,4,1,0.809,-0.583,-1.728,1.171,-0.059,0,1,0,0,0,1,2,4,1,5,3.78128681532004
59.96,0,34,95,3,3,2,-0.228,-0.178,1.8,0.158,0.191,0,1,1,1,1,3,1,2,3,2,1.71786725411122
55.78,0,70,74,3,1,2,0.124,-0.345,-1.754,0.516,0.237,0,1,0,0,0,4,3,2,1,3,4.08289417656001
51.18,1,40,84,4,2,3,0.301,-0.904,-0.118,-1.006,-0.102,1,1,0,0,0,1,1,5,2,3,2.90924080460171
64.4,0,57,80,5,2,2,-0.516,2.189,1.458,1.138,-0.598,0,1,1,0,1,1,2,4,2,4,3.69204259781051
35.33,1,30,65,3,3,2,-0.673,0.766,-1.038,0.497,-0.017,0,0,1,0,0,1,3,2,3,5,0.761995969240923
41.09,0,31,80,4,3,3,-0.278,-0.232,-0.19,-0.31,1.083,0,1,0,0,1,5,3,1,1,2,2.1521413836848
50.17,0,66,81,3,5,2,-0.233,-1.629,-0.42,-1.083,-0.593,0,1,0,0,0,2,2,1,4,4,3.7484639877881
52.74,1,26,81,3,4,1,-0.593,0.882,-0.929,1.226,-0.536,0,0,0,0,1,2,5,1,2,1,0.766960305967191
61.7,0,45,80,4,3,1,-0.371,-0.175,-1.286,0.278,1.272,1,1,1,1,0,5,3,3,1,4,2.97436570422762
57.31,1,38,86,4,1,1,-0.97,0.063,-0.532,1.195,0.904,0,1,0,1,0,2,3,2,5,1,2.68574095402507
51.31,1,30,87,5,4,2,0.143,0.987,1.903,0.818,0.235,0,0,0,0,1,1,4,5,5,5,2.52442800805662
70.99,1,67,78,3,3,2,-0.415,0.051,-1.899,-0.169,0.005,1,1,0,0,1,4,4,5,3,1,4.20122432977255
68.18,1,57,89,2,4,2,-0.649,-2.362,-0.735,-0.129,0.52,0,1,1,1,0,3,3,3,4,4,2.79959987251679
63.13,1,46,87,5,4,1,0.832,0.136,-0.204,-0.456,-0.059,0,1,0,0,1,2,4,4,3,2,3.0603595111824
42.19,0,36,85,4,5,1,-0.573,0.456,-0.598,-1.326,0.75,0,0,1,0,1,1,3,2,2,2,3.0591694193255
53.41,1,29,92,5,3,2,-0.143,0.342,1.026,-0.391,-0.776,0,0,1,1,0,3,5,1,3,5,2.32343011136374
59.43,1,45,98,3,1,2,-0.213,-0.355,-1.07,-0.945,-0.048,1,1,1,0,1,5,4,4,3,2,2.41178215535714
53.27,0,73,80,4,2,2,-0.224,0.383,-0.008,0.607,0.997,0,0,0,0,1,2,4,4,5,4,5.02128994586318
57.51,0,61,97,3,2,2,0.393,1.645,0.149,0.079,-1.76,0,1,1,0,1,2,1,4,4,1,3.8738763235802
51.3,1,59,91,3,3,2,-0.418,-0.873,0.63,0.867,0.193,0,0,1,0,1,4,4,3,5,1,3.21209099719674
53.88,0,42,81,3,1,1,-0.531,-0.491,-3.101,-1.167,0.261,1,0,0,1,1,4,1,2,3,4,2.45890898000827
48.95,0,25,83,3,1,2,-0.415,0.126,0.699,-1.185,1.638,1,1,0,0,1,4,1,4,3,1,1.49189028001713
62.53,0,44,93,4,1,2,0.691,0.603,-1.945,1.885,-2.379,1,1,1,0,1,2,4,4,2,4,2.90217944779806
43.7,0,41,61,2,3,2,0.818,-0.098,-0.559,0.484,-0.868,1,0,0,0,0,4,3,1,1,1,1.49630720244214
57.65,1,52,74,3,3,2,0.995,-1.189,-1.307,0.433,0.628,0,1,0,0,0,2,1,1,3,5,2.65535477858003
64.76,0,59,83,3,4,1,0.733,-0.349,-1.104,-0.454,0.21,0,0,0,0,1,4,5,5,1,4,3.47373495040867
61.67,0,65,90,4,1,3,0.934,0.473,-1.23,0.435,-3.342,0,1,1,1,1,2,3,5,1,2,3.8359847568623
51.03,0,36,85,3,5,3,-0.541,1.119,-0.543,-1.451,-1.765,0,1,0,0,0,1,5,1,1,4,1.84875357414032
81.08,1,73,98,4,4,1,-0.141,-0.221,-0.233,0.784,-0.473,1,1,0,0,1,5,1,2,2,4,4.71385187254887
55.98,1,41,65,4,2,1,-0.326,0.169,0.361,0.605,1.158,0,0,1,1,0,1,1,5,2,1,2.98906277242618
65.23,1,47,96,4,4,1,-0.202,-1.12,0.524,-0.838,-0.21,0,1,1,0,0,2,2,2,5,3,3.28305758388341
62.57,0,32,97,5,4,1,-0.303,1.898,-0.581,-0.134,0.836,1,1,1,0,1,4,5,5,4,2,2.30769241418889
53.63,0,41,78,3,4,1,-0.339,-0.449,1.641,-0.392,-1.382,1,0,0,0,1,4,3,4,1,3,2.10798742164927
55.12,0,37,92,4,2,2,-1.688,0.025,0.221,0.315,-0.437,0,1,0,0,0,3,1,3,5,3,2.48081398335459
58.06,1,57,93,3,3,3,-1.842,-0.494,0.14,0.807,0.428,0,0,1,0,1,2,3,1,2,5,2.83742525523271
57.68,0,37,77,3,5,2,-1.683,0.721,0.368,-0.225,-1.106,1,1,0,0,1,2,1,5,5,1,1.91422333796529
57.35,0,51,84,2,2,1,0.047,0.288,-0.863,-0.066,-0.415,0,0,0,1,1,3,5,1,3,5,2.60814156906324
56.43,0,54,83,3,4,3,1.053,-1.979,0.993,1.657,0.313,0,1,1,0,0,2,1,5,3,4,2.8470942512862
54.4,0,48,83,4,5,2,1.627,0.61,-1.925,2.607,-0.498,0,1,1,0,0,5,2,3,4,1,3.45237128094732
63.23,0,66,82,2,3,2,-0.523,-0.371,-0.355,0.266,-0.318,1,1,0,1,1,5,1,1,3,1,4.06624548885888
64.49,1,33,93,4,2,1,0.232,0.318,2.278,-0.963,0.421,1,1,1,1,1,2,2,4,3,5,2.47906252712776
64.56,1,59,89,4,2,1,-0.424,-0.667,0.088,-0.665,1.969,1,1,1,0,0,2,2,4,1,4,4.10634343108522
55.27,0,52,96,4,3,3,0.584,-2.366,-0.403,0.817,2.479,0,1,0,0,0,5,1,5,4,1,3.76702751429174
64.15,1,72,77,5,3,2,-1.015,0.23,-0.943,-0.676,1.907,1,0,1,0,0,1,4,5,2,5,4.84174538038696
59.09,0,56,86,4,2,2,0.258,0.496,-0.717,0.249,-0.338,0,1,0,1,0,4,5,4,1,3,3.82345802877441
42.73,0,40,67,3,4,1,-2.038,1.621,-0.369,0.007,-2.26,0,1,1,0,1,4,3,1,1,5,1.88391971923985
60.7,0,51,80,3,3,1,-0.556,0.105,-1.284,1.085,0.767,1,0,0,0,0,5,1,2,1,4,2.34894848598864
56.4,1,51,81,3,4,2,0.467,1.4,0.315,0.857,-0.827,1,0,1,0,1,3,4,3,3,1,2.86660875897363
61.35,1,71,79,4,5,2,-0.947,-1.015,-0.692,-0.005,0.314,0,1,0,0,0,2,2,1,3,2,4.74005217979488
55.88,1,56,94,4,3,3,-1.897,-1.282,0.346,1.143,0.012,1,0,0,0,0,5,1,2,4,3,3.23111860112509
54.26,0,60,71,4,3,2,0.096,0.543,-0.929,-1.508,0.125,0,0,0,0,1,4,5,4,1,4,3.37550461137356
64.91,0,74,82,4,2,1,0.662,0.254,-0.616,1.283,-2.055,1,1,1,0,1,5,1,3,3,5,4.83274071116818
51.44,0,69,91,3,2,2,1.196,-1.263,-1.474,0.189,0.47,0,0,0,1,0,4,5,5,5,3,4.24806454117853
48.94,0,35,96,3,4,3,-1.055,-1.204,-0.428,-1.865,0.88,0,1,0,0,1,5,3,3,1,4,1.94240203812651
63.19,1,62,85,2,3,3,0.198,2.921,-0.815,3.192,0.969,0,1,1,0,0,1,2,4,2,5,3.08321085439668
36.15,0,44,59,3,4,2,-1.92,0.051,-1.373,-1.037,-0.149,0,0,0,0,1,4,3,1,3,2,1.77292527115386
42,0,38,84,4,4,3,-0.227,-0.007,0.274,0.834,0.163,0,0,0,0,0,4,1,4,3,4,2.49952199314871
56.84,1,68,95,4,5,2,-0.43,0.265,-2.155,0.832,-0.084,0,0,1,1,0,2,5,3,4,3,4.34055895934606
54.54,0,70,68,2,3,3,-0.368,1.226,0.016,-0.8,-0.862,0,0,1,1,0,1,2,1,2,2,4.28300546196743
63.71,0,63,86,2,3,1,-0.31,-1.049,0.23,1.032,-0.142,0,1,1,0,1,3,4,3,1,4,3.53675523168125
61.48,0,72,72,3,3,2,-0.022,-1.18,0.731,-1.463,1.679,0,1,1,0,0,2,4,4,5,5,4.73252712176365
56.6,1,73,60,3,3,1,-1.666,0.964,-1.326,-1.562,0.833,0,0,1,0,1,4,1,3,5,4,4.84983523207683
63.4,1,58,74,2,3,2,-0.444,-0.301,-0.411,0.394,0.22,0,1,0,0,0,4,1,3,4,5,2.92246241372514
56.79,0,35,77,4,3,2,-0.274,-0.352,-0.957,1.237,-0.516,0,1,0,0,0,3,3,1,4,4,2.0939606086447
52.32,0,45,84,3,3,2,-1.482,-0.264,0.853,-0.599,0.777,0,0,1,0,1,4,5,5,3,2,2.5741066427241
49.68,0,46,97,3,3,3,-1.236,-0.956,-0.445,0.464,-0.995,0,0,0,0,1,5,1,5,1,2,2.46529137000188
56.97,0,69,81,3,3,1,1.471,-1.293,1.985,1.681,1.26,0,0,0,0,0,4,5,3,2,1,3.92161286103023
61.18,1,54,74,5,4,1,-0.162,-0.745,-3.405,1.278,-0.625,0,1,0,0,1,3,5,1,5,2,3.58934039167469
66.81,1,72,80,4,3,2,-0.488,-1.118,0.288,0.433,-0.288,1,0,0,0,1,3,3,4,3,4,4.86632531963981
57.28,1,64,80,3,3,1,0.584,0.213,-0.557,-1.018,-1.006,0,1,1,0,0,4,5,4,4,2,4.18150023800897
55.55,1,29,95,3,4,2,-0.848,0.961,0.146,-1.701,-0.185,0,1,0,0,1,2,4,1,4,4,1.51905213241219
63.97,1,69,98,3,4,3,0.543,0.783,0.909,1.315,0.529,0,0,0,0,1,2,3,5,2,3,4.13826125691872
54.4,1,48,80,5,4,2,-0.279,0.407,0.354,-0.007,0.517,1,1,0,1,1,3,5,5,1,4,3.0518756784489
53.95,1,63,74,3,3,3,0.156,-0.759,2.677,-1.518,0.401,1,0,0,0,1,2,5,5,5,3,2.87294265026374
52.99,1,51,73,4,3,2,0.013,-0.975,-1.283,0.355,1.538,0,0,0,1,1,1,3,4,5,4,3.33203844841677
58.55,0,72,77,3,4,2,-0.407,-0.081,-1.389,0.283,1.316,1,0,1,0,0,3,3,4,2,4,4.7587800205309
52.98,0,48,83,4,2,2,-0.553,-0.263,0.219,-0.746,0.914,1,0,1,1,1,1,3,5,3,2,3.46653926483321
46.76,0,29,79,5,4,2,0.782,1.385,1.267,-1.09,-0.622,0,1,0,0,1,3,3,3,3,2,2.1476654185699
69.14,0,74,87,1,4,2,0.044,-0.996,-0.563,0.214,0.6,0,0,0,1,1,4,1,5,2,3,4.98438371574955
57.96,1,45,88,4,3,2,0.155,0.605,-0.827,-0.576,-0.546,0,1,1,0,1,3,3,5,4,4,3.00685671422548
