"id","treatment"
3277,"LastDoseFree"
3278,"FirstDoseFree.first_dose_free"
3279,"LastDoseFree"
3280,"LastDoseFree"
3281,"FirstDoseFree.first_dose_free"
3282,"LastDoseFree"
3283,"Graduated"
3284,"FirstDoseFree.first_dose_free"
3285,"Control"
3286,"FirstDoseFree.first_dose_free"
3287,"Graduated"
3288,"LastDoseFree"
3289,"Graduated"
3290,"Graduated"
3291,"LastDoseFree"
3292,"FirstDoseFree.first_dose_free"
3293,"FirstDoseFree.first_dose_free"
3294,"Graduated"
3295,"Graduated"
3296,"FirstDoseFree.first_dose_free"
3297,"Graduated"
3298,"Graduated"
3299,"LastDoseFree"
3300,"LastDoseFree"
3301,"LastDoseFree"
3302,"Control"
3303,"LastDoseFree"
3304,"Graduated"
3305,"LastDoseFree"
3306,"Control"
3307,"Graduated"
3308,"LastDoseFree"
3309,"LastDoseFree"
3310,"FirstDoseFree.first_dose_free"
3311,"Graduated"
3312,"Graduated"
3313,"FirstDoseFree.first_dose_free"
3314,"Graduated"
3315,"LastDoseFree"
3316,"Graduated"
3317,"FirstDoseFree.first_dose_free"
3318,"FirstDoseFree.first_dose_free"
3319,"FirstDoseFree.first_dose_free"
3320,"FirstDoseFree.first_dose_free"
3321,"LastDoseFree"
3322,"LastDoseFree"
3323,"LastDoseFree"
3324,"FirstDoseFree.first_dose_free"
3325,"LastDoseFree"
3326,"LastDoseFree"
3327,"LastDoseFree"
3328,"LastDoseFree"
3329,"LastDoseFree"
3330,"LastDoseFree"
3331,"LastDoseFree"
3332,"Graduated"
3333,"Graduated"
3334,"FirstDoseFree.first_dose_free"
3335,"LastDoseFree"
3336,"LastDoseFree"
3337,"FirstDoseFree.first_dose_free"
3338,"LastDoseFree"
3339,"LastDoseFree"
3340,"Graduated"
3341,"LastDoseFree"
3342,"Graduated"
3343,"LastDoseFree"
3344,"LastDoseFree"
3345,"FirstDoseFree.first_dose_free"
3346,"LastDoseFree"
3347,"LastDoseFree"
3348,"Graduated"
3349,"LastDoseFree"
3350,"Graduated"
3351,"Control"
3352,"LastDoseFree"
3353,"Control"
3354,"Graduated"
3355,"Graduated"
3356,"LastDoseFree"
3357,"Graduated"
3358,"LastDoseFree"
3359,"LastDoseFree"
3360,"LastDoseFree"
3361,"LastDoseFree"
3362,"Graduated"
3363,"FirstDoseFree.first_dose_free"
3364,"LastDoseFree"
3365,"LastDoseFree"
3366,"Graduated"
3367,"LastDoseFree"
3368,"Graduated"
3369,"LastDoseFree"
3370,"LastDoseFree"
3371,"LastDoseFree"
3372,"FirstDoseFree.first_dose_free"
3373,"Graduated"
3374,"FirstDoseFree.first_dose_free"
3375,"FirstDoseFree.first_dose_free"
3376,"LastDoseFree"
3377,"FirstDoseFree.first_dose_free"
3378,"Graduated"
3379,"LastDoseFree"
3380,"FirstDoseFree.first_dose_free"
3381,"FirstDoseFree.first_dose_free"
3382,"LastDoseFree"
3383,"LastDoseFree"
3384,"LastDoseFree"
3385,"Control"
3386,"LastDoseFree"
3387,"FirstDoseFree.first_dose_free"
3388,"LastDoseFree"
3389,"Graduated"
3390,"LastDoseFree"
3391,"FirstDoseFree.first_dose_free"
3392,"Graduated"
3393,"Graduated"
3394,"FirstDoseFree.first_dose_free"
3395,"Control"
3396,"FirstDoseFree.first_dose_free"
3397,"Graduated"
3398,"LastDoseFree"
3399,"LastDoseFree"
3400,"LastDoseFree"
3401,"Graduated"
3402,"LastDoseFree"
3403,"Graduated"
3404,"Graduated"
3405,"FirstDoseFree.first_dose_free"
3406,"LastDoseFree"
3407,"LastDoseFree"
3408,"LastDoseFree"
3409,"LastDoseFree"
3410,"FirstDoseFree.first_dose_free"
3411,"Graduated"
3412,"LastDoseFree"
3413,"FirstDoseFree.first_dose_free"
3414,"Graduated"
3415,"Graduated"
3416,"Graduated"
3417,"LastDoseFree"
3418,"LastDoseFree"
3419,"Control"
3420,"Graduated"
3421,"Graduated"
3422,"Graduated"
3423,"Graduated"
3424,"Graduated"
3425,"LastDoseFree"
3426,"Graduated"
3427,"FirstDoseFree.first_dose_free"
3428,"Control"
3429,"LastDoseFree"
3430,"LastDoseFree"
3431,"LastDoseFree"
3432,"LastDoseFree"
3433,"LastDoseFree"
3434,"Graduated"
3435,"LastDoseFree"
3436,"Graduated"
3437,"FirstDoseFree.first_dose_free"
3438,"LastDoseFree"
3439,"Graduated"
3440,"FirstDoseFree.first_dose_free"
3441,"LastDoseFree"
3442,"Graduated"
3443,"Graduated"
3444,"Graduated"
3445,"FirstDoseFree.first_dose_free"
3446,"Graduated"
3447,"LastDoseFree"
3448,"LastDoseFree"
3449,"FirstDoseFree.first_dose_free"
3450,"Graduated"
3451,"LastDoseFree"
3452,"LastDoseFree"
3453,"LastDoseFree"
3454,"LastDoseFree"
3455,"FirstDoseFree.first_dose_free"
3456,"LastDoseFree"
3457,"Graduated"
3458,"LastDoseFree"
3459,"FirstDoseFree.first_dose_free"
3460,"LastDoseFree"
3461,"Graduated"
3462,"FirstDoseFree.first_dose_free"
3463,"FirstDoseFree.first_dose_free"
3464,"FirstDoseFree.first_dose_free"
3465,"Control"
3466,"LastDoseFree"
3467,"Graduated"
3468,"Graduated"
3469,"LastDoseFree"
3470,"Graduated"
3471,"Control"
3472,"Control"
3473,"LastDoseFree"
3474,"Graduated"
3475,"LastDoseFree"
3476,"Graduated"
3477,"Graduated"
3478,"Graduated"
3479,"Graduated"
3480,"FirstDoseFree.first_dose_free"
3481,"FirstDoseFree.first_dose_free"
3482,"Graduated"
3483,"Graduated"
3484,"LastDoseFree"
3485,"Graduated"
3486,"Graduated"
3487,"LastDoseFree"
3488,"FirstDoseFree.first_dose_free"
3489,"Graduated"
3490,"LastDoseFree"
3491,"FirstDoseFree.first_dose_free"
3492,"LastDoseFree"
3493,"FirstDoseFree.first_dose_free"
3494,"LastDoseFree"
3495,"FirstDoseFree.first_dose_free"
3496,"LastDoseFree"
3497,"Graduated"
3498,"LastDoseFree"
3499,"Graduated"
3500,"LastDoseFree"
3501,"LastDoseFree"
3502,"Graduated"
3503,"LastDoseFree"
3504,"LastDoseFree"
3505,"LastDoseFree"
3506,"Control"
3507,"LastDoseFree"
3508,"LastDoseFree"
3509,"LastDoseFree"
3510,"FirstDoseFree.first_dose_free"
3511,"LastDoseFree"
3512,"LastDoseFree"
3513,"Graduated"
3514,"LastDoseFree"
3515,"LastDoseFree"
3516,"FirstDoseFree.first_dose_free"
3517,"LastDoseFree"
3518,"LastDoseFree"
3519,"Graduated"
3520,"FirstDoseFree.first_dose_free"
3521,"FirstDoseFree.first_dose_free"
3522,"Graduated"
3523,"Control"
3524,"Graduated"
3525,"LastDoseFree"
3526,"LastDoseFree"
3527,"Graduated"
3528,"LastDoseFree"
3529,"Graduated"
3530,"Graduated"
3531,"LastDoseFree"
3532,"FirstDoseFree.first_dose_free"
3533,"LastDoseFree"
3534,"LastDoseFree"
3535,"LastDoseFree"
3536,"Control"
3537,"Graduated"
3538,"LastDoseFree"
3539,"FirstDoseFree.first_dose_free"
3540,"LastDoseFree"
3541,"LastDoseFree"
3542,"LastDoseFree"
3543,"Graduated"
3544,"Graduated"
3545,"LastDoseFree"
3546,"Graduated"
3547,"LastDoseFree"
3548,"LastDoseFree"
3549,"LastDoseFree"
3550,"FirstDoseFree.first_dose_free"
3551,"Graduated"
3552,"Graduated"
3553,"LastDoseFree"
3554,"LastDoseFree"
3555,"Graduated"
3556,"LastDoseFree"
3557,"FirstDoseFree.first_dose_free"
3558,"LastDoseFree"
3559,"Graduated"
3560,"LastDoseFree"
3561,"LastDoseFree"
3562,"Graduated"
3563,"Graduated"
3564,"Graduated"
3565,"FirstDoseFree.first_dose_free"
3566,"Graduated"
3567,"LastDoseFree"
3568,"LastDoseFree"
3569,"Graduated"
3570,"Graduated"
3571,"LastDoseFree"
3572,"Graduated"
3573,"LastDoseFree"
3574,"LastDoseFree"
3575,"Graduated"
3576,"LastDoseFree"
3577,"LastDoseFree"
3578,"LastDoseFree"
3579,"FirstDoseFree.first_dose_free"
3580,"LastDoseFree"
3581,"FirstDoseFree.first_dose_free"
3582,"LastDoseFree"
3583,"Graduated"
3584,"FirstDoseFree.first_dose_free"
3585,"LastDoseFree"
3586,"Graduated"
3587,"Graduated"
3588,"LastDoseFree"
3589,"LastDoseFree"
3590,"Graduated"
3591,"Graduated"
3592,"Graduated"
3593,"FirstDoseFree.first_dose_free"
3594,"LastDoseFree"
3595,"Graduated"
3596,"LastDoseFree"
3597,"LastDoseFree"
3598,"FirstDoseFree.first_dose_free"
3599,"LastDoseFree"
3600,"FirstDoseFree.first_dose_free"
3601,"Graduated"
3602,"Graduated"
3603,"LastDoseFree"
3604,"LastDoseFree"
3605,"Graduated"
3606,"LastDoseFree"
3607,"FirstDoseFree.first_dose_free"
3608,"FirstDoseFree.first_dose_free"
3609,"Graduated"
3610,"LastDoseFree"
3611,"FirstDoseFree.first_dose_free"
3612,"Graduated"
3613,"LastDoseFree"
3614,"Graduated"
3615,"Graduated"
3616,"Graduated"
3617,"LastDoseFree"
3618,"FirstDoseFree.first_dose_free"
3619,"LastDoseFree"
3620,"FirstDoseFree.first_dose_free"
3621,"LastDoseFree"
3622,"FirstDoseFree.first_dose_free"
3623,"Graduated"
3624,"LastDoseFree"
3625,"LastDoseFree"
3626,"Graduated"
3627,"Graduated"
3628,"LastDoseFree"
3629,"LastDoseFree"
3630,"LastDoseFree"
3631,"Graduated"
3632,"LastDoseFree"
3633,"LastDoseFree"
3634,"FirstDoseFree.first_dose_free"
3635,"Graduated"
3636,"LastDoseFree"
3637,"LastDoseFree"
3638,"Control"
3639,"LastDoseFree"
3640,"FirstDoseFree.first_dose_free"
3641,"Graduated"
3642,"Graduated"
3643,"Graduated"
3644,"LastDoseFree"
3645,"LastDoseFree"
3646,"Graduated"
3647,"Graduated"
3648,"Graduated"
3649,"FirstDoseFree.first_dose_free"
3650,"Graduated"
3651,"Graduated"
3652,"Graduated"
3653,"LastDoseFree"
3654,"Graduated"
3655,"LastDoseFree"
3656,"Graduated"
3657,"Graduated"
3658,"LastDoseFree"
3659,"Graduated"
3660,"Graduated"
3661,"Graduated"
3662,"Control"
3663,"FirstDoseFree.first_dose_free"
3664,"FirstDoseFree.first_dose_free"
3665,"LastDoseFree"
3666,"LastDoseFree"
3667,"FirstDoseFree.first_dose_free"
3668,"Graduated"
3669,"LastDoseFree"
3670,"FirstDoseFree.first_dose_free"
3671,"Control"
3672,"Graduated"
3673,"Control"
3674,"FirstDoseFree.first_dose_free"
3675,"FirstDoseFree.first_dose_free"
3676,"LastDoseFree"
3677,"LastDoseFree"
3678,"LastDoseFree"
3679,"Graduated"
3680,"Graduated"
3681,"LastDoseFree"
3682,"LastDoseFree"
3683,"LastDoseFree"
3684,"Graduated"
3685,"Control"
3686,"LastDoseFree"
3687,"Control"
3688,"LastDoseFree"
3689,"Control"
3690,"LastDoseFree"
3691,"FirstDoseFree.first_dose_free"
3692,"LastDoseFree"
3693,"Graduated"
3694,"FirstDoseFree.first_dose_free"
3695,"LastDoseFree"
3696,"Graduated"
3697,"Graduated"
3698,"LastDoseFree"
3699,"Graduated"
3700,"FirstDoseFree.first_dose_free"
3701,"FirstDoseFree.first_dose_free"
3702,"FirstDoseFree.first_dose_free"
3703,"LastDoseFree"
3704,"LastDoseFree"
3705,"LastDoseFree"
3706,"LastDoseFree"
3707,"Graduated"
3708,"LastDoseFree"
3709,"LastDoseFree"
3710,"Control"
3711,"LastDoseFree"
3712,"FirstDoseFree.first_dose_free"
3713,"Graduated"
3714,"LastDoseFree"
3715,"FirstDoseFree.first_dose_free"
3716,"LastDoseFree"
3717,"LastDoseFree"
3718,"Graduated"
3719,"Graduated"
3720,"Graduated"
3721,"Control"
3722,"Graduated"
3723,"LastDoseFree"
3724,"Graduated"
3725,"LastDoseFree"
3726,"Graduated"
3727,"LastDoseFree"
3728,"LastDoseFree"
3729,"Graduated"
3730,"LastDoseFree"
3731,"Control"
3732,"Graduated"
3733,"FirstDoseFree.first_dose_free"
3734,"LastDoseFree"
3735,"FirstDoseFree.first_dose_free"
3736,"LastDoseFree"
3737,"Graduated"
3738,"LastDoseFree"
3739,"FirstDoseFree.first_dose_free"
3740,"LastDoseFree"
3741,"LastDoseFree"
3742,"LastDoseFree"
3743,"LastDoseFree"
3744,"Graduated"
3745,"LastDoseFree"
3746,"Graduated"
3747,"LastDoseFree"
3748,"Graduated"
3749,"FirstDoseFree.first_dose_free"
3750,"LastDoseFree"
3751,"Graduated"
3752,"Graduated"
3753,"LastDoseFree"
3754,"LastDoseFree"
3755,"Graduated"
3756,"FirstDoseFree.first_dose_free"
3757,"FirstDoseFree.first_dose_free"
3758,"LastDoseFree"
3759,"Graduated"
3760,"LastDoseFree"
3761,"Graduated"
3762,"FirstDoseFree.first_dose_free"
3763,"FirstDoseFree.first_dose_free"
3764,"Control"
3765,"Graduated"
3766,"FirstDoseFree.first_dose_free"
3767,"LastDoseFree"
3768,"LastDoseFree"
3769,"Graduated"
3770,"Graduated"
3771,"Graduated"
3772,"Graduated"
3773,"FirstDoseFree.first_dose_free"
3774,"Graduated"
3775,"Graduated"
3776,"Control"
3777,"FirstDoseFree.first_dose_free"
3778,"Graduated"
3779,"Graduated"
3780,"FirstDoseFree.first_dose_free"
3781,"LastDoseFree"
3782,"Graduated"
3783,"Graduated"
3784,"Graduated"
3785,"LastDoseFree"
3786,"FirstDoseFree.first_dose_free"
3787,"FirstDoseFree.first_dose_free"
3788,"Graduated"
3789,"Graduated"
3790,"LastDoseFree"
3791,"Control"
3792,"LastDoseFree"
3793,"Control"
3794,"Graduated"
3795,"Control"
3796,"LastDoseFree"
3797,"FirstDoseFree.first_dose_free"
3798,"LastDoseFree"
3799,"LastDoseFree"
3800,"FirstDoseFree.first_dose_free"
3801,"Control"
3802,"LastDoseFree"
3803,"LastDoseFree"
3804,"Graduated"
3805,"LastDoseFree"
3806,"LastDoseFree"
3807,"Graduated"
3808,"FirstDoseFree.first_dose_free"
3809,"LastDoseFree"
3810,"FirstDoseFree.first_dose_free"
3811,"LastDoseFree"
3812,"LastDoseFree"
3813,"Graduated"
3814,"FirstDoseFree.first_dose_free"
3815,"Graduated"
3816,"LastDoseFree"
3817,"Graduated"
3818,"LastDoseFree"
3819,"Graduated"
3820,"Graduated"
3821,"Graduated"
3822,"FirstDoseFree.first_dose_free"
3823,"LastDoseFree"
3824,"LastDoseFree"
3825,"Graduated"
3826,"Graduated"
3827,"LastDoseFree"
3828,"Graduated"
3829,"FirstDoseFree.first_dose_free"
3830,"LastDoseFree"
3831,"Graduated"
3832,"Graduated"
3833,"LastDoseFree"
3834,"LastDoseFree"
3835,"FirstDoseFree.first_dose_free"
3836,"LastDoseFree"
3837,"FirstDoseFree.first_dose_free"
3838,"LastDoseFree"
3839,"Graduated"
3840,"Graduated"
3841,"FirstDoseFree.first_dose_free"
3842,"LastDoseFree"
3843,"LastDoseFree"
3844,"Graduated"
3845,"Graduated"
3846,"LastDoseFree"
3847,"Control"
3848,"FirstDoseFree.first_dose_free"
3849,"FirstDoseFree.first_dose_free"
3850,"Graduated"
3851,"LastDoseFree"
3852,"LastDoseFree"
3853,"LastDoseFree"
3854,"LastDoseFree"
3855,"LastDoseFree"
3856,"LastDoseFree"
3857,"Control"
3858,"LastDoseFree"
3859,"LastDoseFree"
3860,"LastDoseFree"
3861,"LastDoseFree"
3862,"LastDoseFree"
3863,"Graduated"
3864,"FirstDoseFree.first_dose_free"
3865,"FirstDoseFree.first_dose_free"
3866,"FirstDoseFree.first_dose_free"
3867,"Graduated"
3868,"LastDoseFree"
3869,"LastDoseFree"
3870,"Graduated"
3871,"Graduated"
3872,"Graduated"
3873,"LastDoseFree"
3874,"Graduated"
3875,"Graduated"
3876,"LastDoseFree"
3877,"LastDoseFree"
3878,"LastDoseFree"
3879,"FirstDoseFree.first_dose_free"
3880,"LastDoseFree"
3881,"LastDoseFree"
3882,"Graduated"
3883,"Graduated"
3884,"FirstDoseFree.first_dose_free"
3885,"Graduated"
3886,"FirstDoseFree.first_dose_free"
3887,"LastDoseFree"
3888,"LastDoseFree"
3889,"LastDoseFree"
3890,"Control"
3891,"Graduated"
3892,"Graduated"
3893,"LastDoseFree"
3894,"LastDoseFree"
3895,"Graduated"
3896,"Graduated"
3897,"LastDoseFree"
3898,"Graduated"
3899,"Graduated"
3900,"Graduated"
3901,"FirstDoseFree.first_dose_free"
3902,"LastDoseFree"
3903,"Graduated"
3904,"FirstDoseFree.first_dose_free"
3905,"FirstDoseFree.first_dose_free"
3906,"Graduated"
3907,"Graduated"
3908,"LastDoseFree"
3909,"LastDoseFree"
3910,"Graduated"
3911,"Graduated"
3912,"Graduated"
3913,"Graduated"
3914,"Graduated"
3915,"Graduated"
3916,"FirstDoseFree.first_dose_free"
3917,"LastDoseFree"
3918,"LastDoseFree"
3919,"FirstDoseFree.first_dose_free"
3920,"LastDoseFree"
3921,"FirstDoseFree.first_dose_free"
3922,"FirstDoseFree.first_dose_free"
3923,"LastDoseFree"
3924,"Graduated"
3925,"Graduated"
3926,"LastDoseFree"
3927,"Graduated"
3928,"Control"
3929,"Graduated"
3930,"FirstDoseFree.first_dose_free"
3931,"LastDoseFree"
3932,"Graduated"
3933,"FirstDoseFree.first_dose_free"
3934,"LastDoseFree"
3935,"FirstDoseFree.first_dose_free"
3936,"LastDoseFree"
3937,"Graduated"
3938,"LastDoseFree"
3939,"LastDoseFree"
3940,"LastDoseFree"
3941,"Graduated"
3942,"Graduated"
3943,"Graduated"
3944,"FirstDoseFree.first_dose_free"
3945,"FirstDoseFree.first_dose_free"
3946,"Graduated"
3947,"LastDoseFree"
3948,"FirstDoseFree.first_dose_free"
3949,"LastDoseFree"
3950,"Graduated"
3951,"LastDoseFree"
3952,"Graduated"
3953,"Graduated"
3954,"LastDoseFree"
3955,"FirstDoseFree.first_dose_free"
3956,"LastDoseFree"
3957,"LastDoseFree"
3958,"LastDoseFree"
3959,"Graduated"
3960,"Graduated"
3961,"LastDoseFree"
3962,"Graduated"
3963,"LastDoseFree"
3964,"FirstDoseFree.first_dose_free"
3965,"LastDoseFree"
3966,"LastDoseFree"
3967,"Graduated"
3968,"Graduated"
3969,"FirstDoseFree.first_dose_free"
3970,"LastDoseFree"
3971,"LastDoseFree"
3972,"Graduated"
3973,"LastDoseFree"
3974,"Graduated"
3975,"Graduated"
3976,"FirstDoseFree.first_dose_free"
3977,"Graduated"
3978,"LastDoseFree"
3979,"Graduated"
3980,"Graduated"
3981,"LastDoseFree"
3982,"Graduated"
3983,"Graduated"
3984,"Graduated"
3985,"Control"
3986,"Graduated"
3987,"FirstDoseFree.first_dose_free"
3988,"LastDoseFree"
3989,"LastDoseFree"
3990,"Graduated"
3991,"LastDoseFree"
3992,"LastDoseFree"
3993,"FirstDoseFree.first_dose_free"
3994,"FirstDoseFree.first_dose_free"
3995,"Graduated"
3996,"LastDoseFree"
3997,"LastDoseFree"
3998,"LastDoseFree"
3999,"Graduated"
4000,"LastDoseFree"
4001,"FirstDoseFree.first_dose_free"
4002,"Graduated"
4003,"FirstDoseFree.first_dose_free"
4004,"Graduated"
4005,"Graduated"
4006,"Graduated"
4007,"FirstDoseFree.first_dose_free"
4008,"Graduated"
4009,"FirstDoseFree.first_dose_free"
4010,"Graduated"
4011,"Control"
4012,"Graduated"
4013,"Graduated"
4014,"Graduated"
4015,"LastDoseFree"
4016,"LastDoseFree"
4017,"Graduated"
4018,"FirstDoseFree.first_dose_free"
4019,"Graduated"
4020,"FirstDoseFree.first_dose_free"
4021,"LastDoseFree"
4022,"Graduated"
4023,"Graduated"
4024,"Graduated"
4025,"FirstDoseFree.first_dose_free"
4026,"FirstDoseFree.first_dose_free"
4027,"LastDoseFree"
4028,"FirstDoseFree.first_dose_free"
4029,"LastDoseFree"
4030,"FirstDoseFree.first_dose_free"
4031,"Graduated"
4032,"Graduated"
4033,"Graduated"
4034,"FirstDoseFree.first_dose_free"
4035,"LastDoseFree"
4036,"Graduated"
4037,"Graduated"
4038,"LastDoseFree"
4039,"LastDoseFree"
4040,"LastDoseFree"
4041,"Graduated"
4042,"Graduated"
4043,"Graduated"
4044,"Graduated"
4045,"Graduated"
4046,"Graduated"
4047,"LastDoseFree"
4048,"LastDoseFree"
4049,"Control"
4050,"Graduated"
4051,"LastDoseFree"
4052,"Graduated"
4053,"Graduated"
4054,"Graduated"
4055,"Graduated"
4056,"LastDoseFree"
4057,"LastDoseFree"
4058,"LastDoseFree"
4059,"Graduated"
4060,"LastDoseFree"
4061,"FirstDoseFree.first_dose_free"
4062,"Graduated"
4063,"LastDoseFree"
4064,"LastDoseFree"
4065,"LastDoseFree"
4066,"LastDoseFree"
4067,"Graduated"
4068,"FirstDoseFree.first_dose_free"
4069,"LastDoseFree"
4070,"LastDoseFree"
4071,"LastDoseFree"
4072,"Graduated"
4073,"Graduated"
4074,"FirstDoseFree.first_dose_free"
4075,"Graduated"
4076,"Graduated"
4077,"LastDoseFree"
4078,"FirstDoseFree.first_dose_free"
4079,"LastDoseFree"
4080,"FirstDoseFree.first_dose_free"
4081,"FirstDoseFree.first_dose_free"
4082,"Control"
4083,"Graduated"
4084,"FirstDoseFree.first_dose_free"
4085,"FirstDoseFree.first_dose_free"
4086,"LastDoseFree"
4087,"FirstDoseFree.first_dose_free"
4088,"Graduated"
4089,"LastDoseFree"
4090,"Graduated"
4091,"LastDoseFree"
4092,"Graduated"
4093,"Graduated"
4094,"Control"
4095,"Graduated"
4096,"Graduated"
4097,"Graduated"
4098,"LastDoseFree"
4099,"LastDoseFree"
4100,"Graduated"
4101,"Graduated"
4102,"Graduated"
4103,"LastDoseFree"
4104,"LastDoseFree"
4105,"LastDoseFree"
4106,"LastDoseFree"
4107,"LastDoseFree"
4108,"LastDoseFree"
4109,"LastDoseFree"
4110,"LastDoseFree"
4111,"Graduated"
4112,"LastDoseFree"
4113,"FirstDoseFree.first_dose_free"
4114,"Graduated"
4115,"Graduated"
4116,"FirstDoseFree.first_dose_free"
4117,"Graduated"
4118,"LastDoseFree"
4119,"LastDoseFree"
4120,"FirstDoseFree.first_dose_free"
4121,"Graduated"
4122,"LastDoseFree"
4123,"LastDoseFree"
4124,"LastDoseFree"
4125,"FirstDoseFree.first_dose_free"
4126,"LastDoseFree"
4127,"Graduated"
4128,"FirstDoseFree.first_dose_free"
4129,"Graduated"
4130,"FirstDoseFree.first_dose_free"
4131,"Graduated"
4132,"LastDoseFree"
4133,"LastDoseFree"
4134,"LastDoseFree"
4135,"LastDoseFree"
4136,"LastDoseFree"
4137,"Graduated"
4138,"LastDoseFree"
4139,"Graduated"
4140,"Graduated"
4141,"LastDoseFree"
4142,"LastDoseFree"
4143,"LastDoseFree"
4144,"Graduated"
4145,"FirstDoseFree.first_dose_free"
4146,"Graduated"
4147,"FirstDoseFree.first_dose_free"
4148,"Graduated"
4149,"Control"
4150,"FirstDoseFree.first_dose_free"
4151,"FirstDoseFree.first_dose_free"
4152,"Graduated"
4153,"LastDoseFree"
4154,"Graduated"
4155,"FirstDoseFree.first_dose_free"
4156,"LastDoseFree"
4157,"Graduated"
4158,"Graduated"
4159,"LastDoseFree"
4160,"FirstDoseFree.first_dose_free"
4161,"Graduated"
4162,"LastDoseFree"
4163,"LastDoseFree"
4164,"LastDoseFree"
4165,"Graduated"
4166,"LastDoseFree"
4167,"Control"
4168,"LastDoseFree"
4169,"Graduated"
4170,"Graduated"
4171,"LastDoseFree"
4172,"Graduated"
4173,"Graduated"
4174,"LastDoseFree"
4175,"Graduated"
4176,"Graduated"
4177,"Graduated"
4178,"LastDoseFree"
4179,"LastDoseFree"
4180,"LastDoseFree"
4181,"Graduated"
4182,"Graduated"
4183,"Graduated"
4184,"FirstDoseFree.first_dose_free"
4185,"Graduated"
4186,"LastDoseFree"
4187,"FirstDoseFree.first_dose_free"
4188,"LastDoseFree"
4189,"Graduated"
4190,"Graduated"
4191,"LastDoseFree"
4192,"LastDoseFree"
4193,"Graduated"
4194,"Graduated"
4195,"LastDoseFree"
4196,"FirstDoseFree.first_dose_free"
4197,"Graduated"
4198,"Graduated"
4199,"Graduated"
4200,"LastDoseFree"
4201,"LastDoseFree"
4202,"LastDoseFree"
4203,"Graduated"
4204,"LastDoseFree"
4205,"Graduated"
4206,"Graduated"
4207,"LastDoseFree"
4208,"Graduated"
4209,"LastDoseFree"
4210,"LastDoseFree"
4211,"Graduated"
4212,"Graduated"
4213,"Graduated"
4214,"LastDoseFree"
4215,"Graduated"
4216,"Graduated"
4217,"LastDoseFree"
4218,"FirstDoseFree.first_dose_free"
4219,"Graduated"
4220,"Graduated"
4221,"Graduated"
4222,"LastDoseFree"
4223,"Graduated"
4224,"LastDoseFree"
4225,"LastDoseFree"
4226,"Graduated"
4227,"FirstDoseFree.first_dose_free"
4228,"Graduated"
4229,"Graduated"
4230,"Graduated"
4231,"FirstDoseFree.first_dose_free"
4232,"Graduated"
4233,"Control"
4234,"LastDoseFree"
4235,"Graduated"
4236,"LastDoseFree"
4237,"Control"
4238,"Graduated"
4239,"LastDoseFree"
4240,"Graduated"
4241,"LastDoseFree"
4242,"Graduated"
4243,"Graduated"
4244,"Graduated"
4245,"FirstDoseFree.first_dose_free"
4246,"FirstDoseFree.first_dose_free"
4247,"LastDoseFree"
4248,"FirstDoseFree.first_dose_free"
4249,"FirstDoseFree.first_dose_free"
4250,"Graduated"
4251,"Graduated"
4252,"Graduated"
4253,"LastDoseFree"
4254,"LastDoseFree"
4255,"LastDoseFree"
4256,"Graduated"
4257,"Graduated"
4258,"Graduated"
4259,"Graduated"
4260,"LastDoseFree"
4261,"LastDoseFree"
4262,"FirstDoseFree.first_dose_free"
4263,"LastDoseFree"
4264,"LastDoseFree"
4265,"Graduated"
4266,"FirstDoseFree.first_dose_free"
4267,"LastDoseFree"
4268,"Graduated"
4269,"FirstDoseFree.first_dose_free"
4270,"LastDoseFree"
4271,"LastDoseFree"
4272,"FirstDoseFree.first_dose_free"
4273,"LastDoseFree"
4274,"Graduated"
4275,"LastDoseFree"
4276,"LastDoseFree"
4277,"FirstDoseFree.first_dose_free"
4278,"LastDoseFree"
4279,"LastDoseFree"
4280,"LastDoseFree"
4281,"LastDoseFree"
4282,"LastDoseFree"
4283,"Graduated"
4284,"FirstDoseFree.first_dose_free"
4285,"LastDoseFree"
4286,"FirstDoseFree.first_dose_free"
4287,"Graduated"
4288,"FirstDoseFree.first_dose_free"
4289,"LastDoseFree"
4290,"Graduated"
4291,"Graduated"
4292,"Graduated"
4293,"Graduated"
4294,"Graduated"
4295,"LastDoseFree"
4296,"FirstDoseFree.first_dose_free"
4297,"FirstDoseFree.first_dose_free"
4298,"LastDoseFree"
4299,"LastDoseFree"
4300,"FirstDoseFree.first_dose_free"
4301,"LastDoseFree"
4302,"LastDoseFree"
4303,"LastDoseFree"
4304,"Graduated"
4305,"Graduated"
4306,"Graduated"
4307,"FirstDoseFree.first_dose_free"
4308,"Control"
4309,"LastDoseFree"
4310,"Graduated"
4311,"LastDoseFree"
4312,"LastDoseFree"
4313,"Graduated"
4314,"LastDoseFree"
4315,"LastDoseFree"
4316,"LastDoseFree"
4317,"Graduated"
4318,"LastDoseFree"
4319,"LastDoseFree"
4320,"Control"
4321,"Graduated"
4322,"LastDoseFree"
4323,"FirstDoseFree.first_dose_free"
4324,"LastDoseFree"
4325,"LastDoseFree"
4326,"LastDoseFree"
4327,"LastDoseFree"
4328,"LastDoseFree"
4329,"Graduated"
4330,"Control"
4331,"LastDoseFree"
4332,"Graduated"
4333,"LastDoseFree"
4334,"FirstDoseFree.first_dose_free"
4335,"Graduated"
4336,"LastDoseFree"
4337,"Graduated"
4338,"LastDoseFree"
4339,"FirstDoseFree.first_dose_free"
4340,"Graduated"
